TERRITORIO	TIME_PERIOD	MEDIDAS	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION
Canary Islands	2006	Personas beneficiarias	73025			
Canary Islands	2006	Tasa de cobertura de la prestación de desempleo	63.7			
Canary Islands	2006	Paro resgistrado con experiencia laboral	114576			
Las Palmas	2006	Personas beneficiarias	41352			
Las Palmas	2006	Tasa de cobertura de la prestación de desempleo	65.9			
Las Palmas	2006	Paro resgistrado con experiencia laboral	62752			
Santa Cruz de Tenerife	2006	Personas beneficiarias	31673			
Santa Cruz de Tenerife	2006	Tasa de cobertura de la prestación de desempleo	61.1			
Santa Cruz de Tenerife	2006	Paro resgistrado con experiencia laboral	51824			
Canary Islands	2005	Personas beneficiarias	70524			
Canary Islands	2005	Tasa de cobertura de la prestación de desempleo	59.8			
Canary Islands	2005	Paro resgistrado con experiencia laboral	117941			
Las Palmas	2005	Personas beneficiarias	39818			
Las Palmas	2005	Tasa de cobertura de la prestación de desempleo	61.6			
Las Palmas	2005	Paro resgistrado con experiencia laboral	64659			
Santa Cruz de Tenerife	2005	Personas beneficiarias	30706			
Santa Cruz de Tenerife	2005	Tasa de cobertura de la prestación de desempleo	57.6			
Santa Cruz de Tenerife	2005	Paro resgistrado con experiencia laboral	53282			
Canary Islands	2004	Personas beneficiarias	69251			
Canary Islands	2004	Tasa de cobertura de la prestación de desempleo	59.5			
Canary Islands	2004	Paro resgistrado con experiencia laboral	116394			
Las Palmas	2004	Personas beneficiarias	38699			
Las Palmas	2004	Tasa de cobertura de la prestación de desempleo	60.1			
Las Palmas	2004	Paro resgistrado con experiencia laboral	64437			
Santa Cruz de Tenerife	2004	Personas beneficiarias	30552			
Santa Cruz de Tenerife	2004	Tasa de cobertura de la prestación de desempleo	58.8			
Santa Cruz de Tenerife	2004	Paro resgistrado con experiencia laboral	51957			
Canary Islands	2003	Personas beneficiarias	61607			
Canary Islands	2003	Tasa de cobertura de la prestación de desempleo	59.4			
Canary Islands	2003	Paro resgistrado con experiencia laboral	103743			
Las Palmas	2003	Personas beneficiarias	34530			
Las Palmas	2003	Tasa de cobertura de la prestación de desempleo	61			
Las Palmas	2003	Paro resgistrado con experiencia laboral	56646			
Santa Cruz de Tenerife	2003	Personas beneficiarias	27077			
Santa Cruz de Tenerife	2003	Tasa de cobertura de la prestación de desempleo	57.5			
Santa Cruz de Tenerife	2003	Paro resgistrado con experiencia laboral	47097			
Canary Islands	2002	Personas beneficiarias	57550			
Canary Islands	2002	Tasa de cobertura de la prestación de desempleo	58.6			
Canary Islands	2002	Paro resgistrado con experiencia laboral	98204			
Las Palmas	2002	Personas beneficiarias	32563			
Las Palmas	2002	Tasa de cobertura de la prestación de desempleo	61.1			
Las Palmas	2002	Paro resgistrado con experiencia laboral	53302			
Santa Cruz de Tenerife	2002	Personas beneficiarias	24988			
Santa Cruz de Tenerife	2002	Tasa de cobertura de la prestación de desempleo	55.7			
Santa Cruz de Tenerife	2002	Paro resgistrado con experiencia laboral	44902			
Canary Islands	2001	Personas beneficiarias	51665			
Canary Islands	2001	Tasa de cobertura de la prestación de desempleo	54.5			
Canary Islands	2001	Paro resgistrado con experiencia laboral	94785			
Las Palmas	2001	Personas beneficiarias	27981			
Las Palmas	2001	Tasa de cobertura de la prestación de desempleo	56.1			
Las Palmas	2001	Paro resgistrado con experiencia laboral	49881			
Santa Cruz de Tenerife	2001	Personas beneficiarias	23683			
Santa Cruz de Tenerife	2001	Tasa de cobertura de la prestación de desempleo	52.7			
Santa Cruz de Tenerife	2001	Paro resgistrado con experiencia laboral	44904			
Canary Islands	2000	Personas beneficiarias	48270			
Canary Islands	2000	Tasa de cobertura de la prestación de desempleo	52.3			
Canary Islands	2000	Paro resgistrado con experiencia laboral	92246			
Las Palmas	2000	Personas beneficiarias	25144			
Las Palmas	2000	Tasa de cobertura de la prestación de desempleo	53.6			
Las Palmas	2000	Paro resgistrado con experiencia laboral	46897			
Santa Cruz de Tenerife	2000	Personas beneficiarias	23126			
Santa Cruz de Tenerife	2000	Tasa de cobertura de la prestación de desempleo	51			
Santa Cruz de Tenerife	2000	Paro resgistrado con experiencia laboral	45349			
